Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
635,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1900,1625,16-Aug-17
636,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1670,1450,12-Aug-17
637,Latur,Ahmedpur,Wheat,Other,FAQ,1330,1570,1450,11-Aug-17
638,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,10-Aug-17
639,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,09-Aug-17
640,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1551,1425,08-Aug-17
641,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,05-Aug-17
642,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,04-Aug-17
643,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,03-Aug-17
644,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1660,1500,02-Aug-17
645,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,01-Aug-17
646,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1781,1600,31-Jul-17
647,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,29-Jul-17
648,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,28-Jul-17
649,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1500,26-Jul-17
650,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1375,1360,25-Jul-17
651,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,24-Jul-17
652,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1600,22-Jul-17
653,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,20-Jul-17
654,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,19-Jul-17
655,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,18-Jul-17
656,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,17-Jul-17
657,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,15-Jul-17
658,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1712,1500,13-Jul-17
659,Latur,Ahmedpur,Wheat,Other,FAQ,1340,1600,1450,12-Jul-17
660,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,10-Jul-17
661,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,08-Jul-17
662,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1580,1440,07-Jul-17
663,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,06-Jul-17
664,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,05-Jul-17
665,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1621,1435,03-Jul-17
666,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1500,01-Jul-17
667,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1781,1500,30-Jun-17
668,Latur,Ahmedpur,Wheat,Other,FAQ,1300,2000,1600,29-Jun-17
669,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1901,1600,28-Jun-17
670,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,23-Jun-17
671,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1735,1500,22-Jun-17
672,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1800,1550,21-Jun-17
673,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,20-Jun-17
674,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,19-Jun-17
675,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,17-Jun-17
676,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1551,1425,16-Jun-17
677,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1651,1475,15-Jun-17
678,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,14-Jun-17
679,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1625,1462,12-Jun-17
680,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1626,1426,09-Jun-17
681,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1790,1545,08-Jun-17
682,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1800,1550,03-May-17
683,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2200,1725,02-May-17
684,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1630,1450,29-Apr-17
685,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1701,1500,27-Apr-17
686,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1631,1530,25-Apr-17
687,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1890,1645,24-Apr-17
688,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1800,1550,22-Apr-17
689,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1800,1750,21-Apr-17
690,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,20-Apr-17
691,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1700,1650,19-Apr-17
692,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1900,1800,18-Apr-17
693,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,17-Apr-17
694,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1800,1550,15-Apr-17
695,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1800,1550,13-Apr-17
696,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1810,1550,12-Apr-17
697,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1750,1525,10-Apr-17
698,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1800,1700,08-Apr-17
699,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1700,1650,07-Apr-17
700,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1700,1600,06-Apr-17
701,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1760,1530,05-Apr-17
702,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1760,1530,03-Apr-17
703,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1850,1650,01-Apr-17
704,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1725,1510,27-Mar-17
705,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1800,1550,25-Mar-17
706,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1680,1500,24-Mar-17
707,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,23-Mar-17
708,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1750,1450,22-Mar-17
709,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1750,1525,21-Mar-17
710,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,20-Mar-17
711,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,11-Mar-17
712,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,10-Mar-17
713,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,09-Mar-17
714,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1721,1500,08-Mar-17
715,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1930,1650,07-Mar-17
716,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1650,1450,06-Mar-17
717,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1450,04-Mar-17
718,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1650,1475,03-Mar-17
719,Latur,Ahmedpur,Wheat,Other,FAQ,1100,1700,1400,02-Mar-17
720,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1701,1500,01-Mar-17
721,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1886,1593,28-Feb-17
722,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1451,1425,23-Feb-17
723,Latur,Ahmedpur,Wheat,Other,FAQ,1351,1615,1484,22-Feb-17
724,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2040,1720,21-Feb-17
725,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1871,1630,18-Feb-17
726,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,17-Feb-17
727,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,15-Feb-17
728,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,14-Feb-17
729,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2100,1750,11-Feb-17
730,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,10-Feb-17
731,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,09-Feb-17
732,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,08-Feb-17
733,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,07-Feb-17
734,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,06-Feb-17
735,Latur,Ahmedpur,Wheat,Other,FAQ,145,1450,1450,04-Feb-17
736,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,03-Feb-17
737,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,02-Feb-17
738,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,01-Feb-17
739,Latur,Ahmedpur,Wheat,Other,FAQ,140,1500,1450,30-Jan-17
740,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,28-Jan-17
741,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,25-Jan-17
742,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,24-Jan-17
743,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1725,1560,18-Jan-17
744,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,16-Jan-17
745,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,13-Jan-17
746,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,12-Jan-17
747,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,11-Jan-17
748,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,10-Jan-17
749,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,09-Jan-17
750,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,07-Jan-17
751,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,06-Jan-17
752,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,05-Jan-17
753,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1510,1450,04-Jan-17
754,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,03-Jan-17
755,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,02-Jan-17
756,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,27-Dec-16
757,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,26-Dec-16
758,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,24-Dec-16
759,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,23-Dec-16
760,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,22-Dec-16
761,Latur,Ahmedpur,Wheat,Other,FAQ,1480,1480,1480,21-Dec-16
762,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,17-Dec-16
763,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1520,1485,16-Dec-16
764,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,13-Dec-16
765,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,10-Dec-16
766,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,09-Dec-16
767,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1540,1500,08-Dec-16
768,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,07-Dec-16
769,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,06-Dec-16
770,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1520,1510,05-Dec-16
771,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,03-Dec-16
772,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,02-Dec-16
773,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,01-Dec-16
774,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,30-Nov-16
775,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,28-Nov-16
776,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,25-Nov-16
777,Latur,Ahmedpur,Wheat,Other,FAQ,1470,1470,1470,24-Nov-16
778,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,23-Nov-16
779,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,22-Nov-16
780,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,21-Nov-16
781,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,19-Nov-16
782,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,18-Nov-16
783,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,17-Nov-16
784,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,16-Nov-16
785,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,12-Nov-16
786,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1480,1465,09-Nov-16
787,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,08-Nov-16
788,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,07-Nov-16
789,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,05-Nov-16
790,Latur,Ahmedpur,Wheat,Other,FAQ,1451,1451,1451,03-Nov-16
791,Latur,Ahmedpur,Wheat,Other,FAQ,1451,1451,1451,02-Nov-16
792,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,26-Oct-16
793,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,25-Oct-16
794,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1420,24-Oct-16
795,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,22-Oct-16
796,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1451,1450,21-Oct-16
797,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1430,20-Oct-16
798,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,19-Oct-16
799,Latur,Ahmedpur,Wheat,Other,FAQ,1440,1444,1442,17-Oct-16
800,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,15-Oct-16
801,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1465,1430,13-Oct-16
802,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,08-Oct-16
803,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1440,1320,07-Oct-16
804,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,06-Oct-16
805,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,05-Oct-16
806,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1470,1435,03-Oct-16
807,Latur,Ahmedpur,Wheat,Other,FAQ,1440,1450,1445,29-Sep-16
808,Latur,Ahmedpur,Wheat,Other,FAQ,1425,1450,1430,28-Sep-16
809,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1440,1420,27-Sep-16
810,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2000,1720,26-Sep-16
811,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1440,1420,23-Sep-16
812,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1425,1412,22-Sep-16
813,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1425,1412,20-Sep-16
814,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1425,1412,19-Sep-16
815,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,15-Sep-16
816,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,14-Sep-16
817,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,12-Sep-16
818,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,03-Sep-16
819,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,02-Sep-16
820,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2016,1708,30-Aug-16
821,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,29-Aug-16
822,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,26-Aug-16
823,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1801,1600,25-Aug-16
824,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,20-Aug-16
825,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,19-Aug-16
826,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,16-Aug-16
827,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,13-Aug-16
828,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,09-Aug-16
829,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,08-Aug-16
830,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1450,04-Aug-16
831,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1450,03-Aug-16
832,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1430,1430,01-Aug-16
833,Latur,Ahmedpur,Wheat,Other,FAQ,1410,1430,1430,30-Jul-16
834,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1426,1415,29-Jul-16
835,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1700,1675,14-Jul-16
836,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,09-Jul-16
837,Latur,Ahmedpur,Wheat,Other,FAQ,1430,1440,1435,08-Jul-16
838,Latur,Ahmedpur,Wheat,Other,FAQ,1470,1470,1470,05-Jul-16
839,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,02-Jul-16
840,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1660,1555,30-Jun-16
841,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,29-Jun-16
842,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,27-Jun-16
843,Latur,Ahmedpur,Wheat,Other,FAQ,1425,1425,1425,24-Jun-16
844,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2000,1700,22-Jun-16
845,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,21-Jun-16
846,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,20-Jun-16
847,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,18-Jun-16
848,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,16-Jun-16
849,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,15-Jun-16
850,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,14-Jun-16
851,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,13-Jun-16
852,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,20-May-16
853,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,25-Apr-16
854,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,23-Apr-16
855,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,21-Apr-16
856,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,20-Apr-16
857,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,18-Apr-16
858,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,16-Apr-16
859,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,13-Apr-16
860,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,12-Apr-16
861,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,11-Apr-16
862,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,09-Apr-16
863,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,06-Apr-16
864,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,05-Apr-16
865,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,04-Apr-16
866,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,02-Apr-16
867,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,01-Apr-16
868,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,31-Mar-16
869,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,30-Mar-16
870,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,29-Mar-16
871,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,22-Mar-16
872,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,21-Mar-16
873,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,19-Mar-16
874,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,18-Mar-16
875,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,17-Mar-16
876,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,16-Mar-16
877,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,15-Mar-16
878,Latur,Ahmedpur,Wheat,Other,FAQ,1425,1425,1425,14-Mar-16
879,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1475,11-Mar-16
880,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,30-Dec-15
881,Latur,Ahmedpur,Wheat,Other,FAQ,2289,2289,2289,21-Nov-15
882,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,30-Oct-15
883,Latur,Ahmedpur,Wheat,Other,FAQ,1411,1411,1411,23-Oct-15
884,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,10-Oct-15
885,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,26-Sep-15
886,Latur,Ahmedpur,Wheat,Other,FAQ,1651,1651,1651,28-Aug-15
887,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,27-Aug-15
888,Latur,Ahmedpur,Wheat,Other,FAQ,1401,1601,1601,21-Aug-15
889,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,13-Jul-15
890,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,11-Jul-15
891,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,10-Jul-15
892,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,09-Jul-15
893,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,08-Jul-15
894,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,26-Jun-15
895,Latur,Ahmedpur,Wheat,Other,FAQ,2151,2151,2151,22-Jun-15
896,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,20-Jun-15
897,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1355,1300,03-Nov-14
898,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1350,1350,01-Nov-14
899,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1366,1330,31-Oct-14
900,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1350,1350,30-Oct-14
901,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1350,1350,29-Oct-14
902,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1300,1300,28-Oct-14
903,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1325,1275,27-Oct-14
904,Latur,Ahmedpur,Wheat,Other,FAQ,1301,1360,1330,24-Oct-14
905,Latur,Ahmedpur,Wheat,Other,FAQ,1000,1300,1150,17-Oct-14
906,Latur,Ahmedpur,Wheat,Other,FAQ,1000,1000,1000,16-Oct-14
907,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1250,1250,14-Oct-14
908,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1325,1315,13-Oct-14
909,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1300,1275,11-Oct-14
910,Latur,Ahmedpur,Wheat,Other,FAQ,900,1300,1100,10-Oct-14
911,Latur,Ahmedpur,Wheat,Other,FAQ,1260,1300,1280,09-Oct-14
912,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1300,1300,08-Oct-14
913,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1300,1250,07-Oct-14
914,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1331,1265,04-Oct-14
915,Latur,Ahmedpur,Wheat,Other,FAQ,1275,1300,1290,01-Oct-14
916,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1521,1360,16-Aug-14
917,Latur,Ahmedpur,Wheat,Other,FAQ,1501,1600,1550,14-Aug-14
918,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1440,1370,13-Aug-14
919,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1671,1560,12-Aug-14
920,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1700,1550,11-Aug-14
921,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1460,1455,09-Aug-14
922,Latur,Ahmedpur,Wheat,Other,FAQ,1430,1461,1445,07-Aug-14
923,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,06-Aug-14
924,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1500,1350,19-Jun-14
925,Latur,Ahmedpur,Wheat,Other,FAQ,1225,1300,1250,18-Jun-14
926,Latur,Ahmedpur,Wheat,Other,FAQ,1280,1500,1390,10-Jun-14
927,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1600,1400,09-Jun-14
928,Latur,Ahmedpur,Wheat,Other,FAQ,1000,1225,1100,14-Nov-13
929,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,08-Nov-13
930,Latur,Ahmedpur,Wheat,Other,FAQ,1100,1350,1225,07-Nov-13
931,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1350,1275,30-Oct-13
932,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1425,1310,29-Oct-13
933,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1671,1435,28-Oct-13
934,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1380,1340,26-Oct-13
935,Latur,Ahmedpur,Wheat,Other,FAQ,1276,1761,1520,25-Oct-13
936,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,15-Oct-13
937,Latur,Ahmedpur,Wheat,Other,FAQ,1351,1501,1426,14-Oct-13
938,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,12-Oct-13
939,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1400,1350,11-Oct-13
940,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,10-Oct-13
941,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1380,1365,09-Oct-13
942,Latur,Ahmedpur,Wheat,Other,FAQ,1351,1451,1401,08-Oct-13
943,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1700,1526,07-Oct-13
944,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1650,1500,05-Oct-13
945,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1800,1575,21-Sep-13
946,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,20-Sep-13
947,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,19-Sep-13
948,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1800,1575,16-Sep-13
949,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1450,1375,14-Sep-13
950,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2011,1682,11-Sep-13
